Name,OVR,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Preferred foot,Height,Weight,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Philippe Sandler,76,64,74,40,34,63,53,28,46,73,49,67,78,75,62,72,62,58,76,74,77,74,76,77,78,75,84,54,81,68,Defensor,3,Right,190,82,0,0,0,0.0,0.0
Fábio Martins,76,78,75,75,69,78,79,66,71,72,71,60,72,66,76,82,85,77,77,79,80,44,68,37,48,52,76,78,63,78,Mediocampista,3,Right,178,75,0,0,0,0.0,0.0
Ismaïla Sarr,76,88,93,72,75,82,78,76,63,66,68,60,69,57,78,81,78,74,73,77,76,17,44,25,16,21,71,72,71,57,Delantero,2,Right,185,70,0,0,0,0.0,0.0
Willian Arão,76,65,69,71,56,75,68,40,56,66,58,48,73,76,56,67,68,57,69,71,75,79,74,74,77,73,75,86,82,81,Mediocampista,3,Right,181,74,0,0,0,0.0,0.0
Taras Stepanenko,76,66,63,60,51,71,60,56,52,67,63,59,80,76,60,67,63,73,68,72,76,76,74,75,75,74,80,73,76,85,Mediocampista,3,Left,181,76,0,0,0,0.0,0.0
Crysencio Summerville,76,93,90,72,76,71,66,54,69,71,69,65,72,47,68,80,88,83,71,76,72,18,41,44,38,26,65,74,57,47,Mediocampista,3,Right,174,64,0,0,0,0.0,0.0
Corentin Tolisso,76,52,57,68,72,86,82,73,67,76,65,67,78,80,72,75,60,70,75,75,75,75,77,73,75,72,77,66,75,75,Mediocampista,2,Right,181,81,0,0,0,0.0,0.0
Jan Paul van Hecke,76,52,57,34,33,72,50,28,56,45,32,64,76,70,54,65,54,53,73,70,68,76,73,78,78,76,76,68,79,81,Defensor,3,Right,189,79,0,0,0,0.0,0.0
Kevin Volland,76,69,70,76,75,85,79,81,72,77,75,77,76,73,79,76,73,77,74,78,75,45,73,36,50,38,82,76,80,80,Delantero,4,Left,179,85,0,0,0,0.0,0.0
Timon Wellenreuther,76,52,54,20,9,52,11,10,23,46,9,14,34,40,12,18,45,54,74,30,52,23,18,10,11,9,71,37,71,25,Arquero,4,Right,188,80,77,75,69,75.0,76.0
Yunis Abdelhamid,75,33,32,38,25,58,23,24,42,45,38,31,74,70,58,65,32,38,75,68,73,77,78,78,75,69,76,70,83,78,Defensor,3,Left,190,83,0,0,0,0.0,0.0
Zakaria Aboukhlal,75,86,82,72,75,74,70,55,65,71,66,52,73,63,70,76,85,75,71,73,68,20,49,53,44,34,74,87,72,68,Mediocampista,5,Left,179,74,0,0,0,0.0,0.0
Ché Adams,75,77,80,75,74,86,75,70,69,63,55,59,70,53,64,72,78,73,74,76,71,36,63,33,42,36,80,78,76,74,Delantero,3,Right,178,70,0,0,0,0.0,0.0
Elijah Adebayo,75,70,78,75,75,76,66,63,65,55,43,46,63,42,54,75,53,46,73,74,64,42,79,42,43,34,89,77,85,71,Delantero,3,Right,193,89,0,0,0,0.0,0.0
Firas Al Birekan,75,69,82,81,81,70,58,68,68,53,50,34,66,43,40,68,69,63,79,72,75,22,73,28,24,29,79,87,73,50,Delantero,3,Left,185,79,0,0,0,0.0,0.0
Oberdan,75,79,84,70,58,68,69,56,56,73,55,49,73,70,53,71,76,77,75,75,66,77,49,69,74,67,72,90,75,62,Mediocampista,4,Right,175,74,0,0,0,0.0,0.0
Samu,75,77,77,73,74,68,71,48,67,79,65,68,75,70,65,81,83,80,70,77,67,65,48,47,67,66,64,85,57,60,Mediocampista,3,Left,170,66,0,0,0,0.0,0.0
Mohamed Amoura,75,94,92,77,80,79,74,73,66,60,61,50,65,64,68,74,92,93,76,74,75,34,63,45,48,53,75,71,41,66,Delantero,3,Right,170,61,0,0,0,0.0,0.0
Iddrisu Baba,75,62,61,71,68,59,67,42,52,73,46,48,75,73,46,70,51,60,76,72,57,78,64,64,76,71,74,77,76,74,Mediocampista,4,Right,185,73,0,0,0,0.0,0.0
Cédric Bakambu,75,76,77,81,75,76,68,77,76,63,70,57,70,58,66,72,75,68,73,73,66,39,75,32,29,21,82,61,69,42,Delantero,3,Right,182,73,0,0,0,0.0,0.0
Dilane Bakwa,75,81,89,66,68,71,68,63,59,72,70,63,72,62,76,79,84,71,68,78,76,35,44,27,26,28,67,74,69,30,Mediocampista,2,Left,179,77,0,0,0,0.0,0.0
Barrenetxea,75,80,76,75,74,75,67,66,59,73,74,43,71,60,64,78,85,84,75,77,74,17,58,33,12,14,61,58,42,35,Delantero,4,Right,175,74,0,0,0,0.0,0.0
Jaka Bijol,75,56,61,53,57,71,53,55,53,66,50,47,75,74,47,60,48,47,70,65,70,72,80,76,75,73,84,69,83,70,Defensor,3,Right,190,85,0,0,0,0.0,0.0
Sergi Cardona,75,84,78,56,40,60,29,35,44,64,69,34,71,57,46,67,71,69,63,70,65,76,65,74,74,72,79,85,69,70,Defensor,3,Left,186,76,0,0,0,0.0,0.0
Santi Cazorla,75,55,52,73,73,74,75,72,85,81,80,84,82,81,81,78,69,88,71,80,81,58,60,63,63,56,61,54,55,61,Mediocampista,5,Right,168,65,0,0,0,0.0,0.0
Conor Chaplin,75,85,83,74,76,72,75,70,66,72,63,68,74,66,72,72,89,91,74,75,73,40,72,50,38,43,79,74,55,70,Mediocampista,4,Left,168,69,0,0,0,0.0,0.0
Saúl Coco,75,80,89,30,40,85,78,29,51,58,34,72,69,67,38,59,61,53,60,63,60,77,70,79,76,73,86,65,84,77,Defensor,3,Right,188,76,0,0,0,0.0,0.0
Andrea Consigli,75,40,40,10,10,53,19,19,21,46,10,15,31,27,15,10,57,40,70,23,63,15,10,10,17,19,55,31,51,11,Arquero,3,Right,189,82,76,73,70,77.0,75.0
Maxwel Cornet,75,83,86,75,74,80,77,72,64,70,73,69,73,62,71,78,75,78,69,76,67,66,69,64,70,66,80,66,70,72,Mediocampista,4,Left,179,69,0,0,0,0.0,0.0
Bobby De Cordova-Reid,75,77,72,77,74,69,71,75,71,73,71,64,76,66,65,74,86,86,76,74,70,59,69,59,59,55,75,74,60,54,Mediocampista,3,Right,170,68,0,0,0,0.0,0.0
Alexander Domínguez,75,34,35,15,11,53,13,15,17,64,13,15,41,39,27,20,30,33,70,32,67,24,23,26,21,22,69,30,76,31,Arquero,3,Right,195,81,76,72,71,75.0,77.0
Abdoulaye Doucouré,75,65,51,81,78,84,78,78,54,75,66,54,76,72,64,76,61,63,79,74,78,80,72,76,77,74,82,84,82,80,Mediocampista,2,Right,184,76,0,0,0,0.0,0.0
Jawad El Yamiq,75,84,87,60,43,67,52,30,41,37,38,32,67,72,36,61,68,55,72,63,68,76,76,73,76,72,94,74,84,73,Defensor,3,Right,193,80,0,0,0,0.0,0.0
Frank Fabra,75,78,81,77,67,78,70,33,63,74,76,61,75,74,71,79,82,68,72,77,78,69,67,64,71,73,80,80,74,76,Defensor,3,Left,174,78,0,0,0,0.0,0.0
Yann Gboho,75,79,74,74,72,67,61,59,62,75,64,58,76,62,63,80,82,77,76,78,73,30,53,34,38,34,64,67,53,59,Mediocampista,2,Right,173,63,0,0,0,0.0,0.0
Leandro González Pirez,75,67,69,61,53,60,50,43,50,60,45,40,73,70,55,66,66,57,70,68,77,78,73,73,73,76,83,79,81,81,Defensor,3,Right,185,89,0,0,0,0.0,0.0
Jacob Greaves,75,65,73,51,35,55,38,31,34,57,60,28,72,69,61,64,57,54,74,68,72,74,75,75,75,74,82,74,80,81,Defensor,2,Left,194,87,0,0,0,0.0,0.0
Frédéric Guilbert,75,72,70,65,38,66,47,32,44,63,74,42,73,65,56,69,67,74,71,74,67,73,70,71,74,76,78,76,73,76,Defensor,3,Right,178,78,0,0,0,0.0,0.0
Gastón Hernández,75,66,68,32,39,43,26,38,46,36,26,33,75,68,30,50,59,59,75,68,60,78,69,77,77,75,73,71,70,76,Defensor,3,Right,185,76,0,0,0,0.0,0.0
Atakan Karazor,75,41,54,34,35,47,29,27,38,67,39,31,76,68,42,64,61,43,69,72,70,78,78,78,76,75,71,78,69,75,Mediocampista,3,Right,191,76,0,0,0,0.0,0.0
Michael Keane,75,40,42,29,50,58,46,40,48,60,57,33,69,69,53,57,50,50,73,63,69,76,79,75,76,74,79,49,85,77,Defensor,3,Right,191,82,0,0,0,0.0,0.0
Mandela Keita,75,78,78,52,42,76,70,47,61,73,48,49,76,73,55,77,78,75,69,74,70,74,64,71,74,72,82,87,79,75,Mediocampista,3,Right,181,78,0,0,0,0.0,0.0
Victor Kristiansen,75,73,73,61,52,66,50,54,52,56,75,55,72,64,63,74,70,73,72,74,66,72,55,72,75,73,71,81,69,74,Defensor,3,Left,181,77,0,0,0,0.0,0.0
Dennis Man,75,92,92,67,72,76,73,65,72,68,69,69,73,62,71,78,92,69,67,75,69,40,68,38,48,45,86,76,74,61,Mediocampista,3,Left,183,82,0,0,0,0.0,0.0
Petros Mantalos,75,73,72,75,67,67,68,63,69,78,76,71,78,76,75,75,78,78,72,77,79,55,64,59,52,45,72,70,63,65,Mediocampista,4,Right,177,74,0,0,0,0.0,0.0
Eric Martel,75,65,62,56,50,53,55,35,38,65,52,43,71,63,46,71,67,69,73,72,75,78,67,77,76,73,76,90,78,77,Mediocampista,3,Right,188,81,0,0,0,0.0,0.0
Alexandru Maxim,75,74,64,72,73,75,75,72,85,75,76,74,78,76,81,79,83,83,70,77,76,43,40,27,34,32,58,72,58,48,Mediocampista,4,Right,177,73,0,0,0,0.0,0.0
Nahitan Nández,75,85,77,72,59,65,58,64,60,69,73,54,73,70,73,76,86,87,76,74,69,74,58,64,71,72,77,87,70,90,Mediocampista,2,Right,172,70,0,0,0,0.0,0.0
Iliman Ndiaye,75,83,85,76,73,74,70,71,66,64,48,55,75,56,68,83,84,77,78,82,78,49,59,44,28,26,75,66,65,47,Delantero,3,Right,180,70,0,0,0,0.0,0.0
Bećir Omeragić,75,71,78,58,28,47,54,39,41,54,57,31,74,72,49,65,68,61,74,70,74,75,72,75,77,75,81,68,74,76,Defensor,3,Right,187,74,0,0,0,0.0,0.0
Aimar Oroz,75,72,64,70,78,72,72,59,70,74,59,59,78,75,59,76,71,68,68,80,68,70,65,38,70,54,73,76,65,49,Mediocampista,3,Right,177,72,0,0,0,0.0,0.0
Luca Pellegrini,75,77,66,68,46,65,60,57,49,47,77,39,75,65,63,78,69,69,70,79,69,69,61,71,75,75,64,71,45,75,Defensor,4,Left,178,72,0,0,0,0.0,0.0
David Costa,75,78,74,70,70,74,75,58,48,73,76,66,75,66,75,82,86,85,72,79,77,32,42,36,30,35,51,57,40,48,Mediocampista,4,Right,168,64,0,0,0,0.0,0.0
Lucas Pérez,75,73,75,79,76,75,78,73,78,78,74,82,74,69,76,71,70,68,78,74,74,38,67,25,20,24,77,67,72,67,Delantero,4,Left,180,73,0,0,0,0.0,0.0
Joel Pohjanpalo,75,64,71,78,78,79,71,74,72,67,54,47,70,55,69,71,71,70,74,72,73,32,76,29,40,28,85,73,81,63,Delantero,3,Right,186,86,0,0,0,0.0,0.0
Ángelo Preciado,75,85,84,70,62,62,69,48,58,70,75,51,74,64,50,77,79,72,73,75,74,69,51,67,68,69,73,82,68,68,Defensor,3,Right,173,74,0,0,0,0.0,0.0
Milot Rashica,75,82,80,72,71,84,73,74,74,71,71,69,73,64,78,76,86,82,71,74,74,52,50,63,40,36,72,83,68,73,Mediocampista,4,Right,177,73,0,0,0,0.0,0.0
Sérgio Oliveira,75,47,49,78,70,80,76,79,82,81,76,78,79,80,81,71,58,65,71,75,81,66,64,67,65,64,56,67,50,69,Mediocampista,4,Right,181,78,0,0,0,0.0,0.0
Benjamín Rollheiser,75,84,83,75,74,76,75,71,70,70,60,71,76,69,71,78,83,82,70,75,75,33,62,41,42,40,73,79,56,62,Mediocampista,2,Left,172,73,0,0,0,0.0,0.0
Diego Rossi,75,87,88,77,73,73,70,72,64,73,71,55,74,58,76,76,87,84,70,75,71,26,44,42,30,28,59,80,48,41,Mediocampista,3,Right,170,66,0,0,0,0.0,0.0
Daniel Felipe Ruiz,75,70,70,67,75,68,72,59,63,80,71,66,75,67,69,78,65,59,69,80,58,45,55,44,52,48,63,73,55,44,Mediocampista,3,Left,171,70,0,0,0,0.0,0.0
Rob Schoofs,75,68,40,73,70,78,75,62,55,76,71,75,78,76,74,72,74,74,72,76,75,73,56,68,68,62,64,81,57,70,Mediocampista,4,Left,178,69,0,0,0,0.0,0.0
Ben Sheaf,75,52,56,63,37,57,51,58,60,69,65,62,77,75,64,72,65,68,68,71,76,75,65,74,76,71,69,75,74,75,Mediocampista,3,Right,185,74,0,0,0,0.0,0.0
Jens Stage,75,68,62,75,68,72,67,64,60,71,66,56,77,73,62,71,67,73,77,77,73,74,77,69,76,70,84,79,77,77,Mediocampista,3,Right,185,83,0,0,0,0.0,0.0
Luis Javier Suárez,75,79,80,80,78,81,71,73,69,66,66,60,68,57,68,72,72,75,76,69,63,42,69,26,41,25,81,76,73,76,Delantero,4,Right,185,74,0,0,0,0.0,0.0
Pavel Šulc,75,72,70,78,75,66,71,70,60,74,73,55,76,73,62,77,75,76,75,75,76,32,57,35,40,45,64,70,54,62,Mediocampista,3,Right,175,67,0,0,0,0.0,0.0
Guus Til,75,74,86,83,76,74,68,63,66,75,60,63,76,74,61,74,66,66,75,74,76,69,78,61,60,58,78,78,72,74,Mediocampista,3,Right,186,78,0,0,0,0.0,0.0
Adama Traoré,75,94,93,62,61,84,62,60,47,63,73,42,69,49,72,86,78,87,71,77,66,38,40,33,40,34,79,67,88,76,Mediocampista,2,Right,178,86,0,0,0,0.0,0.0
Christos Tzolis,75,85,70,75,76,72,69,67,68,69,66,63,72,56,70,79,84,82,70,78,73,29,68,33,39,38,76,84,57,68,Mediocampista,4,Right,179,73,0,0,0,0.0,0.0
Josha Vagnoman,75,83,91,73,58,70,66,38,36,68,71,42,74,65,60,76,67,68,73,73,68,70,68,69,73,67,87,80,84,71,Defensor,4,Right,190,90,0,0,0,0.0,0.0
Alan Velasco,75,87,79,70,67,73,72,59,56,71,70,67,75,65,75,80,90,89,71,76,80,52,55,45,60,50,69,74,52,63,Mediocampista,4,Right,167,63,0,0,0,0.0,0.0
Iñigo Vicente,75,80,76,69,71,66,70,44,70,74,75,72,74,73,71,77,81,76,70,76,69,53,44,38,53,44,64,72,61,53,Mediocampista,4,Right,178,69,0,0,0,0.0,0.0
Bryan Zaragoza,75,85,79,68,72,78,67,70,70,62,76,67,72,65,68,83,91,92,67,78,58,23,42,25,32,38,51,59,34,49,Mediocampista,4,Right,164,60,0,0,0,0.0,0.0
Philip Zinckernagel,75,85,80,74,71,75,73,73,63,74,73,72,72,63,75,75,87,77,71,76,75,44,42,49,38,26,66,74,64,67,Mediocampista,3,Right,175,70,0,0,0,0.0,0.0
Liel Abada,74,89,85,75,73,74,71,66,60,72,68,62,69,57,64,68,92,91,74,73,68,22,69,40,46,41,73,72,49,64,Delantero,4,Right,168,67,0,0,0,0.0,0.0
Akor Jerome Adams,74,79,82,73,75,76,69,72,63,59,48,54,64,45,57,69,67,65,73,73,72,24,69,26,25,24,86,74,83,58,Delantero,3,Right,190,92,0,0,0,0.0,0.0
Anel Ahmedhodžić,74,68,79,37,40,57,32,31,45,60,45,34,70,65,44,59,55,42,71,65,74,74,73,73,74,75,83,73,81,74,Defensor,3,Right,195,84,0,0,0,0.0,0.0
Akieme,74,77,78,58,40,65,54,21,40,45,71,36,72,48,55,68,72,81,68,75,68,70,69,69,73,73,77,75,68,71,Defensor,3,Left,175,74,0,0,0,0.0,0.0
Arribas,74,71,67,65,77,78,77,51,81,69,58,66,77,73,64,77,76,72,64,80,68,21,43,33,32,35,55,50,52,47,Mediocampista,3,Left,173,66,0,0,0,0.0,0.0
Gabriel Ávalos,74,68,66,76,76,80,65,63,76,71,48,44,65,67,50,74,71,67,69,75,75,33,77,42,54,29,88,81,86,70,Delantero,4,Right,188,91,0,0,0,0.0,0.0
Patrick Bamford,74,74,74,76,72,76,69,69,69,74,59,59,74,63,68,71,67,65,73,73,72,47,74,47,27,20,84,76,76,65,Delantero,3,Left,185,71,0,0,0,0.0,0.0
Christian Benteke,74,49,44,79,76,80,68,73,71,69,58,64,66,51,62,65,59,43,74,74,72,29,85,28,25,18,87,52,90,71,Delantero,2,Right,190,83,0,0,0,0.0,0.0
Matteo Brunori,74,82,77,76,75,75,68,71,70,55,60,70,68,59,75,75,80,79,70,75,69,40,67,38,42,33,82,79,74,64,Delantero,4,Right,180,75,0,0,0,0.0,0.0
Leandro Cabrera,74,55,54,40,36,76,39,30,50,51,62,37,60,58,50,50,55,42,75,55,57,74,75,74,75,73,80,74,82,78,Defensor,2,Left,190,82,0,0,0,0.0,0.0
Todd Cantwell,74,74,69,72,69,66,67,62,58,78,65,64,74,68,70,74,81,74,74,79,77,41,43,47,44,30,52,66,46,48,Mediocampista,3,Right,177,70,0,0,0,0.0,0.0
Léo Baptistão,74,75,76,76,75,73,70,73,65,72,67,59,73,62,69,73,78,75,76,75,71,28,70,36,24,19,77,78,70,51,Mediocampista,2,Right,185,71,0,0,0,0.0,0.0
Jonny,74,74,63,66,51,68,49,46,46,67,75,54,70,64,66,74,71,77,72,75,72,73,69,74,75,73,72,72,59,76,Defensor,3,Right,170,70,0,0,0,0.0,0.0
Joaquín Correa,74,65,65,76,74,79,69,75,57,73,74,63,76,68,81,79,83,67,70,80,75,36,69,39,37,26,71,70,66,48,Delantero,4,Right,188,78,0,0,0,0.0,0.0
Finn Dahmen,74,47,43,9,8,57,6,5,11,54,14,12,42,37,13,25,52,56,73,30,33,13,12,19,12,11,58,31,52,20,Arquero,3,Right,188,80,74,68,76,72.0,78.0
Patson Daka,74,87,90,76,73,75,70,75,75,53,51,54,64,61,65,74,79,72,77,74,69,20,63,18,28,16,80,73,69,63,Delantero,3,Right,183,71,0,0,0,0.0,0.0
Pedro De la Vega,74,81,83,69,73,77,75,66,66,67,73,68,72,64,59,75,83,77,76,73,73,50,71,46,47,49,82,80,66,75,Delantero,3,Right,175,67,0,0,0,0.0,0.0
Vinicius Souza,74,64,65,52,48,80,57,39,46,67,52,43,70,71,60,68,63,47,74,70,68,75,73,72,76,74,83,80,83,74,Mediocampista,3,Right,187,80,0,0,0,0.0,0.0
Brecht Dejaegere,74,69,66,74,70,70,68,67,60,74,72,67,77,72,69,74,74,77,72,75,76,68,54,69,68,65,66,78,66,70,Mediocampista,4,Right,173,71,0,0,0,0.0,0.0
Leandro Díaz,74,66,62,78,80,77,63,60,78,69,58,44,67,56,72,68,73,59,68,72,63,22,78,21,23,16,87,72,84,56,Delantero,2,Right,182,85,0,0,0,0.0,0.0
Mohammed Diomande,74,79,74,71,67,71,74,59,50,72,64,56,79,74,67,77,79,81,75,81,78,67,64,69,70,61,77,72,70,73,Mediocampista,5,Left,183,75,0,0,0,0.0,0.0
Jhon Durán,74,74,81,72,75,85,72,70,51,50,53,48,68,58,52,72,68,69,71,73,64,28,64,26,33,22,80,69,79,83,Delantero,2,Left,187,70,0,0,0,0.0,0.0
Anwar El Ghazi,74,70,73,76,74,82,75,67,78,73,74,73,73,54,75,77,68,65,74,75,72,28,72,40,28,15,74,63,76,55,Mediocampista,4,Right,189,87,0,0,0,0.0,0.0
Gonzalo Escalante,74,61,60,69,69,77,68,59,64,71,68,52,77,76,63,71,62,68,73,74,80,72,63,75,74,73,71,78,71,82,Mediocampista,3,Right,182,76,0,0,0,0.0,0.0
Aarón,74,39,34,12,15,53,16,19,21,39,20,18,27,31,25,19,41,56,72,22,42,24,24,30,19,18,59,45,51,22,Arquero,3,Right,185,71,72,74,71,72.0,74.0
Edu Expósito,74,66,64,73,73,76,76,62,70,75,65,63,75,75,75,75,75,74,73,75,73,73,53,71,72,71,64,75,65,73,Mediocampista,5,Right,178,68,0,0,0,0.0,0.0
Evan Ferguson,74,69,74,75,77,75,78,71,67,63,50,53,70,50,63,71,66,66,72,73,72,13,71,18,13,13,80,66,75,60,Delantero,3,Right,188,78,0,0,0,0.0,0.0
Hernán Galíndez,74,33,30,18,15,53,13,10,20,44,11,13,22,33,14,13,38,28,65,21,51,26,11,14,11,14,66,28,77,23,Arquero,2,Right,189,90,74,73,70,76.0,74.0
Jon Gorenc Stanković,74,43,45,53,44,59,38,39,40,64,41,29,70,64,52,64,53,54,70,72,76,76,72,77,75,74,76,84,86,69,Mediocampista,3,Right,190,78,0,0,0,0.0,0.0
Gabriel Gudmundsson,74,84,86,68,59,75,69,56,46,66,77,50,71,66,58,72,74,68,71,74,66,66,51,69,70,68,73,75,69,74,Defensor,3,Left,180,74,0,0,0,0.0,0.0
Rafik Guitane,74,75,77,73,71,67,62,48,53,75,68,52,69,65,67,82,87,90,65,78,68,26,39,28,34,33,54,62,51,47,Delantero,3,Left,170,64,0,0,0,0.0,0.0
Emil Holm,74,79,85,71,57,71,60,54,59,63,74,40,70,64,62,74,55,59,72,74,64,65,65,62,69,71,86,87,86,75,Mediocampista,3,Right,191,83,0,0,0,0.0,0.0
Robin Hranáč,74,66,71,36,25,71,38,33,42,45,30,28,68,64,31,48,55,42,73,58,54,73,75,72,74,70,85,64,86,73,Defensor,2,Right,189,87,0,0,0,0.0,0.0
Omari Hutchinson,74,82,78,72,72,73,75,57,63,69,65,61,70,66,69,76,83,80,68,78,67,50,49,52,57,54,66,72,59,56,Mediocampista,3,Left,174,65,0,0,0,0.0,0.0
Fredrik Jensen,74,68,68,74,68,75,68,70,48,75,68,44,77,71,61,76,71,67,75,74,72,53,56,53,58,56,71,78,74,64,Mediocampista,3,Right,183,78,0,0,0,0.0,0.0
Viktor Johansson,74,42,38,5,6,53,5,8,14,45,11,13,34,40,13,13,45,42,70,11,32,6,11,9,12,10,57,27,54,19,Arquero,3,Right,186,74,75,71,70,73.0,77.0
Alex Král,74,67,73,69,66,79,73,65,59,71,68,51,72,69,65,74,75,77,70,75,69,74,72,73,74,69,80,75,76,78,Mediocampista,3,Right,186,76,0,0,0,0.0,0.0
Adam Lallana,74,54,51,74,69,72,69,70,70,77,74,66,79,76,77,77,68,73,77,78,79,64,64,61,65,60,64,54,60,71,Mediocampista,5,Right,172,73,0,0,0,0.0,0.0
Loïc Lapoussin,74,72,77,69,64,76,71,62,50,73,69,62,72,68,67,79,77,65,70,77,77,70,34,67,72,70,59,85,67,72,Mediocampista,3,Right,181,70,0,0,0,0.0,0.0
Jesse Lingard,74,75,71,75,68,76,73,75,70,76,70,70,74,65,77,78,75,84,73,76,76,57,59,61,59,49,68,58,57,71,Mediocampista,3,Right,175,65,0,0,0,0.0,0.0
Ondřej Lingr,74,79,65,81,74,75,73,68,68,72,69,68,72,69,66,75,83,86,69,75,75,49,79,51,49,48,89,81,75,84,Mediocampista,3,Right,175,70,0,0,0,0.0,0.0
Andrés Llinás,74,60,68,22,28,35,25,30,38,29,27,28,73,68,32,42,59,69,68,68,55,71,71,76,78,70,81,63,83,70,Defensor,3,Right,187,73,0,0,0,0.0,0.0
Unai López,74,71,69,68,71,76,70,55,54,74,73,79,82,76,75,72,84,88,75,78,73,71,51,69,70,59,65,78,61,72,Mediocampista,3,Right,170,68,0,0,0,0.0,0.0
Giulio Maggiore,74,67,70,79,58,71,61,47,53,76,58,42,75,74,59,70,66,67,79,70,76,76,57,68,76,75,67,79,66,73,Mediocampista,3,Right,184,69,0,0,0,0.0,0.0
Iván Marcone,74,49,33,69,57,70,66,49,59,71,69,60,74,75,59,67,54,62,70,74,78,70,67,72,74,74,71,75,79,76,Mediocampista,3,Right,182,83,0,0,0,0.0,0.0
Marvin Mehlem,74,77,61,74,71,64,68,45,52,76,64,52,74,69,66,76,87,90,70,75,69,52,34,57,61,51,55,86,54,66,Mediocampista,3,Right,174,67,0,0,0,0.0,0.0
Yankuba Minteh,74,94,95,68,71,67,54,53,57,63,64,38,66,50,66,79,92,83,68,76,68,39,40,46,49,43,59,71,45,63,Mediocampista,3,Left,180,65,0,0,0,0.0,0.0
Fabio Miretti,74,74,75,68,52,66,68,70,65,76,71,69,78,74,74,76,78,77,71,76,72,66,49,64,71,69,65,77,65,76,Mediocampista,4,Right,180,72,0,0,0,0.0,0.0
Josip Mišić,74,65,70,57,62,83,70,68,65,78,72,76,76,85,74,60,52,58,55,77,72,67,58,66,70,74,70,83,71,83,Mediocampista,5,Right,187,79,0,0,0,0.0,0.0
Stefan Mitrović,74,31,32,31,22,59,38,28,35,43,38,33,69,65,29,48,33,33,72,58,70,73,74,79,75,69,74,71,87,80,Defensor,5,Right,189,84,0,0,0,0.0,0.0
Faris Pemi Moumbagna,74,86,92,74,74,77,65,72,63,56,52,48,66,46,53,65,70,75,65,70,69,25,73,23,25,21,87,75,88,67,Delantero,3,Left,185,78,0,0,0,0.0,0.0
Ernest Muçi,74,80,78,73,68,78,76,55,61,72,59,57,74,72,60,75,76,78,67,76,69,26,51,24,26,23,69,64,62,33,Mediocampista,4,Right,180,75,0,0,0,0.0,0.0
Marius Müller,74,25,38,11,10,44,12,9,18,51,11,13,27,26,11,14,34,38,70,22,30,14,12,20,13,11,62,35,75,30,Arquero,2,Right,192,93,75,71,59,75.0,78.0
Phillipp Mwene,74,83,78,66,52,62,52,38,42,63,73,46,70,62,61,74,82,86,73,73,68,73,44,69,69,71,67,83,66,59,Defensor,4,Right,172,68,0,0,0,0.0,0.0
Keito Nakamura,74,79,76,73,71,77,74,69,59,73,68,70,71,66,78,77,78,70,67,76,74,41,52,38,41,35,70,81,66,61,Mediocampista,3,Right,180,75,0,0,0,0.0,0.0
Maduka Okoye,74,23,26,8,6,51,6,6,14,36,15,11,39,45,13,14,32,41,70,18,37,18,11,16,16,16,61,34,75,26,Arquero,3,Right,198,94,73,72,68,74.0,78.0
Federico Redondo,74,65,78,67,59,71,66,44,55,72,61,58,78,71,56,74,66,70,72,77,77,71,60,72,73,68,73,82,75,79,Mediocampista,3,Right,190,75,0,0,0,0.0,0.0
Valentin Rosier,74,82,83,65,45,64,54,47,42,65,73,45,69,64,71,70,84,85,68,72,72,70,63,70,72,71,73,78,74,78,Defensor,2,Right,175,75,0,0,0,0.0,0.0
Mikkel Rygaard,74,72,57,75,72,73,75,70,61,79,74,73,79,76,80,74,87,89,75,73,77,63,48,63,62,60,64,71,65,70,Mediocampista,3,Left,176,69,0,0,0,0.0,0.0
Lukáš Sadílek,74,70,69,65,63,64,67,53,54,71,68,64,77,73,66,72,77,74,72,75,71,74,54,67,72,62,64,88,61,70,Mediocampista,3,Right,179,64,0,0,0,0.0,0.0
Samu Sáiz,74,78,74,74,72,76,75,68,77,71,74,69,77,68,80,76,82,84,71,75,73,25,64,27,30,20,77,75,70,56,Mediocampista,3,Right,174,68,0,0,0,0.0,0.0
Javi Sánchez,74,69,68,46,56,67,54,21,67,43,34,68,69,69,30,57,49,53,71,70,73,77,67,75,72,75,80,66,83,71,Defensor,4,Right,189,79,0,0,0,0.0,0.0
Alex Scott,74,75,72,68,63,63,62,53,52,74,68,72,76,73,67,79,84,85,73,77,73,68,52,65,68,62,68,80,65,62,Mediocampista,3,Right,178,68,0,0,0,0.0,0.0
Ryan Sessegnon,74,78,77,77,66,67,55,55,61,75,75,31,76,65,74,76,77,75,73,77,76,71,56,73,73,69,70,69,60,67,Defensor,3,Left,178,70,0,0,0,0.0,0.0
John Souttar,74,69,76,33,42,70,47,28,49,59,48,41,72,74,61,70,63,68,71,72,74,70,74,74,75,72,85,66,84,70,Defensor,4,Right,186,75,0,0,0,0.0,0.0
Flavien Tait,74,72,64,71,70,72,74,65,61,74,72,68,76,73,76,75,72,78,77,76,76,69,52,69,69,65,68,78,69,70,Mediocampista,3,Right,176,73,0,0,0,0.0,0.0
