Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Jorge Luiz Frello Filho,178,68,Mediocampista,83,Right,3,75,65,56,89,68,79,75,76,88,87,63,45,72,82,72,71,66,86,66,61,77,80,69,84,89,84,71,80,70,14,7,13,14.0,8.0
Vilmos Tamás Orban,186,87,Defensor,83,Right,3,39,38,85,74,31,52,28,32,68,59,50,65,48,82,56,37,90,68,85,29,83,83,42,44,41,72,86,86,81,15,12,15,10.0,6.0
Memphis Depay,178,78,Delantero,83,Right,3,83,81,65,79,75,85,84,83,75,84,80,82,80,84,80,85,83,79,84,81,72,28,84,85,76,79,23,31,20,8,14,6,12.0,10.0
Raphaël Varane,191,81,Defensor,83,Right,4,42,46,84,78,42,67,46,52,76,75,73,80,60,81,39,52,90,58,84,53,78,83,55,59,43,79,84,86,79,11,11,9,5.0,14.0
José Ignacio Fernández Iglesias,180,76,Defensor,83,Right,4,70,32,79,84,38,64,55,37,67,79,69,79,65,81,76,54,84,80,79,28,80,83,37,53,45,75,83,83,81,12,7,10,15.0,7.0
Francesco Acerbi,192,88,Defensor,83,Left,3,34,37,84,76,39,65,58,56,79,71,61,59,38,82,33,75,86,68,85,60,80,84,20,65,61,86,87,89,82,11,9,9,13.0,11.0
Keylor Navas Gamboa,185,80,Arquero,83,Right,3,11,15,11,40,11,24,21,15,37,30,54,53,60,80,61,56,72,39,75,13,32,22,16,64,25,63,28,14,14,83,80,75,83.0,86.0
Koen Casteels,197,86,Arquero,83,Left,2,15,15,14,35,13,14,20,13,37,23,44,46,50,80,43,57,69,44,72,18,33,16,15,42,20,40,11,19,17,83,80,76,84.0,85.0
Sergio Busquets i Burgos,189,76,Mediocampista,83,Right,3,62,67,68,87,50,80,66,68,85,85,35,38,66,80,50,61,64,75,71,54,77,83,76,82,60,89,83,83,79,5,8,13,9.0,13.0
Jordi Alba Ramos,170,68,Defensor,83,Left,3,84,73,70,85,75,79,82,63,81,82,86,83,88,79,84,64,78,83,61,66,75,80,83,78,59,80,72,78,78,13,15,13,6.0,13.0
Kevin Trapp,189,84,Arquero,83,Right,4,13,13,11,25,12,10,14,12,12,24,43,50,42,83,37,58,69,45,75,13,30,22,12,46,17,64,15,14,10,82,80,77,85.0,84.0
Edin Džeko,193,80,Delantero,83,Right,5,65,86,87,79,83,76,65,54,75,83,53,60,62,83,55,86,78,68,86,77,64,50,86,78,67,87,54,28,16,9,11,13,15.0,15.0
Olivier Giroud,193,91,Delantero,83,Left,3,64,88,90,84,88,73,73,65,64,87,44,49,55,84,53,87,84,61,90,71,76,42,89,78,88,86,37,37,20,12,15,11,6.0,5.0
Sergio Ramos García,184,82,Defensor,83,Right,3,63,65,88,78,69,63,72,75,80,78,65,51,66,85,66,79,87,54,81,64,90,84,69,71,90,86,82,82,83,11,8,9,7.0,11.0
Nicholas Williams Arthuer,181,67,Mediocampista,82,Right,5,77,75,65,78,64,88,76,72,59,85,94,93,92,80,84,78,79,81,60,72,55,40,76,80,62,78,36,28,25,9,13,12,12.0,14.0
Nuno Alexandre Tavares Mendes,180,70,Defensor,82,Left,4,79,45,70,79,54,78,73,59,72,80,90,88,82,80,84,80,84,81,73,63,74,77,77,72,45,80,76,79,78,7,8,8,12.0,15.0
Joško Gvardiol,185,80,Defensor,82,Left,4,61,42,78,78,54,77,59,59,74,78,80,76,68,79,67,76,90,79,83,56,86,82,58,65,61,75,81,84,84,5,8,6,9.0,11.0
Enzo Jeremías Fernández,178,76,Mediocampista,82,Right,4,66,66,60,86,75,78,77,75,86,84,75,70,76,79,77,83,75,84,72,79,82,74,78,86,70,80,75,76,73,8,6,7,8.0,10.0
Boulaye Dia,180,75,Delantero,82,Right,3,50,86,77,74,75,83,56,49,54,82,80,86,74,79,70,84,90,74,83,69,62,23,83,65,81,75,28,17,14,11,10,15,14.0,10.0
Pedro Antonio Porro Sauceda,173,69,Defensor,82,Right,3,83,68,69,79,64,82,83,78,77,83,80,84,80,79,71,83,80,91,71,75,75,77,81,80,66,79,74,79,76,15,7,14,5.0,7.0
Orkun Kökçü,175,69,Mediocampista,82,Right,5,78,72,41,84,72,78,82,82,85,85,75,69,78,74,80,78,66,88,73,84,85,74,77,84,78,78,70,73,69,9,6,10,6.0,12.0
Cody Mathès Gakpo,189,76,Delantero,82,Right,4,83,83,68,79,75,86,78,76,70,85,86,84,80,79,71,86,84,76,76,83,63,45,80,80,68,83,46,48,31,15,11,7,9.0,5.0
Dominik Livaković,187,79,Arquero,82,Right,2,13,12,13,50,10,19,12,11,60,28,57,54,65,82,30,53,74,32,75,9,26,21,11,60,15,64,24,20,21,80,76,71,80.0,89.0
Teun Koopmeiners,183,77,Mediocampista,82,Left,2,79,75,73,85,69,75,74,77,84,82,64,72,66,83,71,80,77,85,75,81,72,77,80,82,85,79,75,73,73,14,8,14,12.0,10.0
Ibrahima Konaté,194,95,Defensor,82,Right,3,38,29,79,76,28,68,32,27,70,72,71,85,60,80,52,45,83,69,90,31,83,81,37,55,41,77,81,85,81,9,7,9,9.0,15.0
Boubacar Bernard Kamara,184,68,Mediocampista,82,Right,3,64,47,72,84,28,73,59,47,77,80,66,70,66,75,65,67,80,82,80,63,78,85,52,73,63,86,83,85,80,8,12,8,6.0,11.0
Dominik Szoboszlai,186,74,Mediocampista,82,Right,4,85,77,59,83,85,83,90,87,81,83,78,87,80,80,68,89,73,82,67,87,63,53,79,84,79,82,58,61,54,10,10,13,10.0,6.0
Youssef En-Nesyri,188,78,Delantero,82,Left,3,51,84,88,77,77,78,63,56,58,81,80,81,67,82,39,83,92,83,77,77,76,33,85,56,73,75,27,31,27,13,9,14,9.0,13.0
Patrik Schick,191,87,Delantero,82,Left,3,64,82,84,78,80,81,78,56,64,83,74,77,83,82,67,82,90,69,83,76,65,25,84,74,61,84,44,29,19,11,15,8,9.0,14.0
Lucas Tolentino Coelho de Lima,180,72,Mediocampista,82,Left,4,72,78,68,82,74,87,77,74,78,86,71,73,75,81,76,77,78,82,77,77,77,71,80,83,75,88,67,72,63,14,9,12,11.0,11.0
Alexander Isak,192,77,Delantero,82,Right,5,66,84,77,78,79,87,70,65,59,86,82,85,81,82,73,82,88,75,76,76,58,38,84,79,81,84,35,34,29,7,6,9,7.0,11.0
Robin Le Normand,187,81,Defensor,82,Right,3,35,19,85,78,38,52,34,25,67,72,58,66,41,82,51,40,86,70,86,22,72,82,21,32,34,73,84,86,80,9,13,14,15.0,10.0
Nahuel Molina Lucero,175,70,Defensor,82,Right,3,80,67,64,80,62,77,68,44,69,80,84,85,82,79,76,70,76,86,61,67,74,80,77,76,45,76,79,79,77,12,13,8,5.0,10.0
Franck Yannick Kessié,183,74,Mediocampista,82,Right,4,66,73,68,81,60,78,61,54,75,82,77,80,70,79,77,84,85,93,87,78,82,82,76,76,88,83,83,82,78,9,11,12,12.0,10.0
Josué Durval Chiamulera Vaz,185,80,Defensor,82,Right,3,40,38,83,74,44,56,45,49,61,70,80,76,76,85,57,53,90,77,76,41,84,80,38,42,56,71,85,87,82,16,15,13,15.0,10.0
Lucas Luciano Mantela Patrício,183,77,Arquero,82,Right,3,13,15,14,29,19,17,16,21,18,23,35,34,36,76,55,64,71,44,85,19,20,18,11,70,15,48,16,18,17,79,87,85,77.0,81.0
Mario Hermoso Canseco,184,76,Defensor,82,Left,3,71,42,83,81,41,67,68,55,80,76,71,78,70,80,61,66,88,73,80,47,84,81,63,66,45,77,81,83,82,13,8,10,5.0,8.0
Manuel Obafemi Akanji,187,91,Defensor,82,Right,4,55,38,79,82,42,71,54,59,80,75,75,82,66,82,67,75,89,71,84,48,77,82,37,65,40,78,83,85,82,10,9,13,6.0,9.0
Ferland Mendy,180,73,Defensor,82,Left,5,77,63,72,81,50,75,72,45,78,74,91,92,80,80,79,69,91,91,84,64,81,78,80,75,49,77,76,79,78,7,16,9,10.0,9.0
Rodrigo Bentancur Colmán,187,73,Mediocampista,82,Right,4,76,68,65,85,71,85,71,68,83,85,70,70,70,79,76,71,74,81,72,65,78,82,73,83,67,86,79,83,78,8,7,14,14.0,12.0
David García Zubiría,185,72,Defensor,82,Right,3,61,35,85,82,37,60,40,38,72,79,58,59,45,78,57,47,83,69,79,25,82,83,51,52,44,67,82,83,84,11,16,7,7.0,8.0
Alex Meret,192,82,Arquero,82,Left,3,15,17,19,30,20,16,20,21,25,25,41,48,46,77,48,54,66,29,65,17,22,22,20,25,21,67,10,21,12,80,79,72,83.0,85.0
Ivan Provedel,192,84,Arquero,82,Right,2,21,17,23,61,14,16,13,13,56,22,44,40,38,75,44,60,65,28,56,20,27,22,16,63,22,68,22,22,21,84,79,80,80.0,85.0
Borja Iglesias Quintas,187,86,Delantero,82,Right,3,50,82,82,76,73,76,51,65,63,81,65,72,57,80,67,85,89,69,92,77,70,32,84,73,92,82,40,36,27,14,12,16,13.0,16.0
Lucas Torreira Di Pascua,166,60,Mediocampista,82,Right,3,71,65,59,82,65,77,70,72,76,80,80,72,87,84,90,80,74,92,68,71,87,82,68,78,48,84,83,81,82,5,5,13,7.0,9.0
Malcom Filipe Silva de Oliveira,172,74,Mediocampista,82,Left,3,77,78,62,80,72,84,82,78,75,84,86,81,86,79,90,83,77,88,66,81,53,26,81,82,70,77,51,45,27,8,14,15,7.0,9.0
Manuel Locatelli,185,75,Mediocampista,82,Right,4,73,62,68,85,70,79,73,64,83,83,65,68,65,80,59,79,76,89,77,82,77,78,68,82,60,82,80,83,75,11,12,11,10.0,15.0
Ollie Watkins,180,70,Delantero,82,Right,4,67,84,83,78,74,80,74,63,59,74,80,89,79,84,76,83,92,88,82,74,68,47,84,77,74,79,43,46,36,14,14,14,6.0,10.0
Mattia Zaccagni,177,63,Delantero,82,Right,4,72,79,66,78,74,89,67,51,75,86,89,85,92,81,87,78,79,77,63,76,61,58,79,77,61,83,55,58,52,13,16,14,8.0,7.0
Jeremías Conan Ledesma,186,83,Arquero,82,Right,2,18,16,17,35,19,17,20,18,28,13,49,42,40,78,50,56,68,40,65,22,25,22,15,44,25,42,15,15,14,82,79,75,81.0,83.0
Pierre-Emile Kordt Højbjerg,187,84,Mediocampista,82,Right,4,68,68,65,82,64,76,70,74,83,80,56,54,60,81,65,85,72,84,78,79,88,83,69,73,56,80,80,81,73,9,7,12,11.0,11.0
Ricardo Jorge da Luz Horta,173,63,Mediocampista,82,Right,3,77,83,55,82,82,81,80,80,74,79,82,78,83,82,85,83,72,83,63,84,69,55,83,84,77,73,32,44,35,7,9,10,8.0,13.0
José Luis Gayà Peña,172,66,Defensor,82,Left,3,80,61,58,79,58,77,80,49,75,80,80,82,82,82,80,62,73,86,67,59,77,80,75,76,60,76,79,81,83,13,10,9,12.0,9.0
Otávio Edmilson da Silva Monteiro,171,67,Mediocampista,82,Right,3,79,71,65,83,69,86,80,72,79,85,81,76,85,84,83,73,75,86,62,68,87,63,80,85,72,81,66,73,60,11,12,9,10.0,15.0
Piotr Sebastian Zieliński,180,75,Mediocampista,82,Right,5,73,75,52,85,75,87,80,65,81,87,80,81,85,80,79,79,67,79,57,83,56,76,79,82,58,75,69,78,75,12,9,12,11.0,6.0
Fabian Lukas Schär,188,84,Defensor,82,Right,3,65,60,82,81,61,75,66,70,84,77,52,55,53,83,65,80,81,75,80,73,78,85,62,75,75,82,84,84,80,8,9,11,10.0,15.0
Frederico Rodrigues de Paula Santos,169,62,Mediocampista,82,Left,3,75,66,56,83,63,80,79,74,77,82,80,71,89,88,88,79,72,94,64,69,85,82,81,81,64,76,74,81,72,7,16,15,11.0,15.0
Nathan Aké,180,75,Defensor,82,Left,3,63,48,82,81,52,73,64,59,75,78,78,75,67,83,68,64,89,71,78,56,78,81,51,68,53,79,84,85,83,10,7,7,16.0,10.0
Mateo Kovačić,177,80,Mediocampista,82,Right,4,73,61,42,89,76,87,78,70,84,88,76,64,86,83,84,78,64,75,65,76,77,76,73,82,59,84,73,75,68,9,5,6,7.0,7.0
Luke Shaw,181,75,Defensor,82,Left,2,85,46,76,84,65,78,84,67,77,82,74,77,71,80,74,80,85,73,77,56,85,83,78,80,38,83,80,83,79,10,12,13,7.0,7.0
Daniel Carvajal Ramos,173,73,Defensor,82,Right,3,80,51,70,80,49,78,76,47,74,81,80,83,78,78,83,68,81,84,74,47,85,77,75,72,45,80,75,80,81,13,13,15,9.0,15.0
Jordan Pickford,185,77,Arquero,82,Left,4,17,19,15,58,20,14,18,16,60,40,56,44,57,77,55,65,73,42,72,13,45,24,18,69,45,65,21,20,12,83,77,87,80.0,87.0
Brice Samba,187,90,Arquero,82,Left,3,10,9,15,48,13,12,14,13,36,22,49,60,39,80,54,60,73,37,78,10,26,18,11,48,15,66,12,14,12,79,83,80,81.0,84.0
Íñigo Martínez Berridi,182,76,Defensor,82,Left,3,53,42,81,75,37,48,72,71,80,74,70,72,66,81,60,81,87,69,82,74,86,83,52,55,39,70,82,82,85,12,16,11,13.0,11.0
Raheem Shaquille Sterling,170,69,Mediocampista,82,Right,3,76,78,46,77,65,86,80,79,65,81,89,81,94,85,93,76,71,77,65,77,59,30,86,76,73,75,47,53,45,15,12,12,15.0,9.0
Sergi Darder Moll,180,71,Mediocampista,82,Right,3,75,78,60,85,74,84,83,72,84,82,81,83,84,80,75,83,79,84,75,77,75,76,80,85,60,87,75,76,75,8,9,9,8.0,12.0
Wissam Ben Yedder,170,68,Delantero,82,Right,5,74,86,74,83,85,86,82,76,66,87,80,77,90,83,91,84,81,67,68,74,62,44,87,80,85,85,34,33,26,6,13,9,7.0,7.0
Dušan Tadić,181,76,Delantero,82,Left,3,86,80,66,85,80,82,85,79,83,86,65,63,72,82,82,77,76,84,80,77,67,41,85,88,76,86,51,34,26,11,11,14,9.0,16.0
Stefan de Vrij,189,78,Defensor,82,Right,3,49,25,81,74,27,66,45,36,71,72,66,62,61,82,59,65,84,71,78,60,77,87,31,70,41,85,84,85,82,8,10,7,14.0,13.0
Callum Wilson,180,66,Delantero,82,Right,3,61,86,79,73,78,77,63,52,62,83,78,82,75,86,72,80,87,73,77,74,75,40,87,70,87,81,39,40,27,10,15,8,10.0,6.0
Henrikh Mkhitaryan,177,75,Mediocampista,82,Right,5,79,78,68,82,79,82,81,66,76,85,80,77,85,82,83,84,78,80,69,77,72,62,81,84,72,84,51,55,55,5,11,14,5.0,7.0
Bernd Leno,189,83,Arquero,82,Right,3,9,9,13,50,10,16,9,8,48,35,55,52,52,75,44,57,71,44,70,14,28,25,7,58,23,63,27,15,18,83,79,76,82.0,85.0
Nicolás Hernán Gonzalo Otamendi,183,78,Defensor,82,Right,3,52,54,79,74,57,51,50,39,72,66,63,65,58,81,58,69,91,83,83,56,90,84,48,62,45,79,84,84,80,12,5,8,11.0,12.0
Lukáš Hrádecký,192,85,Arquero,82,Right,3,11,11,11,30,9,10,11,15,33,20,38,44,43,81,39,50,59,34,55,14,31,18,9,53,20,45,10,10,13,84,78,66,80.0,87.0
Thiago Alcântara do Nascimento,174,70,Mediocampista,82,Right,3,78,68,54,89,81,87,84,77,87,89,67,54,88,75,87,75,63,60,59,73,74,73,70,86,75,87,66,70,70,6,11,7,9.0,13.0
Péter Gulácsi,191,86,Arquero,82,Right,2,16,10,23,35,10,19,18,11,31,25,42,44,41,79,42,56,72,37,74,12,34,23,11,44,24,45,25,16,20,82,82,75,83.0,81.0
José Luis Sanmartín Mato,191,86,Delantero,82,Right,3,58,87,90,78,75,75,73,65,60,82,64,63,63,80,34,84,89,68,83,79,67,30,85,73,87,75,26,28,20,11,11,8,15.0,7.0
Giorgi Mamardashvili,199,88,Arquero,81,Left,3,13,9,14,20,7,11,11,10,20,22,48,48,40,74,26,57,71,45,74,7,25,8,8,34,11,26,5,12,10,81,80,76,81.0,82.0
Iyenoma Destiny Udogie,186,73,Defensor,81,Left,3,78,64,64,77,58,80,64,51,65,80,86,89,80,78,70,74,83,83,78,59,79,77,79,75,46,78,75,79,76,8,14,11,10.0,14.0
三笘 薫 Kaoru Mitoma,178,71,Mediocampista,81,Right,4,76,80,52,80,69,89,71,62,59,85,89,79,89,77,78,69,73,75,62,68,58,57,77,81,63,79,56,59,54,10,13,10,14.0,9.0
Vítor Machado Ferreira,172,64,Mediocampista,81,Right,3,73,68,42,85,62,85,68,61,82,85,74,68,90,80,85,73,60,78,59,73,76,76,74,80,73,82,74,73,68,12,13,8,5.0,5.0
Manuel Ugarte Ribeiro,182,77,Mediocampista,81,Right,3,62,65,55,80,45,79,62,58,79,77,72,72,69,80,72,67,74,83,77,65,88,83,75,75,62,84,79,83,77,6,10,16,8.0,13.0
Martín Zubimendi Ibáñez,181,74,Mediocampista,81,Right,4,65,67,65,82,49,72,67,47,80,80,66,63,72,84,75,61,71,79,68,69,70,83,79,76,45,81,77,81,79,7,6,12,14.0,13.0
Edmond Fayçal Tapsoba,194,84,Defensor,81,Right,3,39,57,82,80,33,66,54,32,82,74,74,75,66,79,64,74,83,75,83,30,75,83,34,72,77,77,82,84,77,5,10,13,7.0,15.0
Dávid Hancko,188,80,Defensor,81,Left,3,65,60,81,78,42,73,60,72,76,77,77,79,74,82,55,74,85,80,84,68,75,79,69,68,69,77,80,81,83,14,12,6,7.0,14.0
Álvaro Vallés Rosa,192,82,Arquero,81,Right,4,16,6,10,55,8,12,15,8,52,14,40,42,38,78,35,59,63,40,65,8,22,15,9,67,14,45,9,10,9,80,79,79,81.0,83.0
João Félix Sequeira,181,70,Delantero,81,Right,4,77,78,69,81,83,86,83,67,73,84,82,80,88,80,84,80,77,75,62,81,68,40,81,80,68,84,30,42,35,13,12,14,13.0,14.0
Mehdi Taremi,185,83,Delantero,81,Right,4,70,84,75,81,75,81,74,49,67,84,79,77,74,82,65,81,80,80,80,72,46,23,84,81,85,84,38,41,25,9,11,9,15.0,8.0
Viktor Einar Gyökeres,187,90,Delantero,81,Right,3,61,84,78,73,74,80,70,59,52,78,84,86,70,75,77,81,95,90,90,72,82,28,83,74,70,73,34,34,16,10,13,11,14.0,8.0
Davide Frattesi,178,74,Mediocampista,81,Right,4,67,73,61,84,71,80,71,65,80,85,80,80,77,80,76,76,74,81,63,74,76,71,76,84,64,79,70,73,70,5,10,8,11.0,10.0
Jonathan Clauss,178,69,Defensor,81,Right,3,84,68,63,77,56,77,77,76,67,79,85,88,83,82,71,77,76,87,63,68,69,72,76,76,52,77,71,76,74,15,14,15,8.0,15.0
Pervis Josué Estupiñán Tenorio,175,78,Defensor,81,Left,3,83,48,75,80,38,79,65,36,64,81,80,78,74,76,73,58,84,81,73,60,74,76,66,60,69,74,73,81,79,14,7,14,7.0,7.0
Douglas Luiz Soares de Paulo,175,66,Mediocampista,81,Right,2,82,74,62,86,74,77,89,83,84,84,68,64,74,78,75,78,73,80,74,84,77,77,68,85,83,84,80,77,69,12,6,13,10.0,7.0
Noussair Mazraoui,183,65,Defensor,81,Right,3,79,69,65,83,56,83,69,42,76,84,83,75,86,79,70,68,79,84,70,61,69,81,80,77,44,79,76,77,81,12,7,13,12.0,12.0
Reinildo Isnard Mandava,180,73,Defensor,81,Left,3,74,57,77,76,53,74,68,36,60,77,82,85,77,79,71,60,88,83,75,47,80,79,70,64,44,73,79,82,80,6,8,13,15.0,7.0
Brais Méndez Portela,187,76,Mediocampista,81,Left,3,79,83,71,84,69,83,74,75,82,84,72,70,76,82,56,77,80,71,73,80,74,62,81,84,72,80,63,69,61,10,5,10,12.0,8.0
Marcus Edwards,168,65,Delantero,81,Left,3,73,73,37,75,69,87,78,60,60,85,88,82,92,82,92,74,54,73,39,76,44,30,78,75,58,83,38,32,24,7,12,15,15.0,6.0
Ibrahim Sangaré,191,77,Mediocampista,81,Right,4,66,61,71,79,62,76,64,62,77,75,69,64,64,79,76,80,78,87,91,64,75,84,68,74,64,76,83,82,78,7,13,11,6.0,7.0
Edouard Mendy,197,86,Arquero,81,Right,2,10,5,10,54,9,18,13,14,54,31,33,36,50,80,33,56,64,36,72,9,22,13,6,50,13,57,10,11,13,78,79,75,79.0,83.0
Xaver Schlager,174,76,Mediocampista,81,Left,3,59,66,44,80,60,78,73,60,80,78,74,74,75,81,77,78,68,86,76,76,85,83,75,78,56,74,77,77,73,6,8,8,12.0,7.0
Jadon Sancho,180,76,Mediocampista,81,Right,3,77,76,38,85,80,89,84,65,68,86,81,75,89,77,89,63,53,55,42,59,25,31,82,84,74,85,30,30,25,7,11,10,11.0,13.0
Richarlison de Andrade,184,71,Delantero,81,Right,5,73,80,84,77,81,80,76,65,61,82,79,76,83,81,65,83,89,78,75,72,84,46,83,75,77,82,43,58,48,12,7,8,11.0,13.0
Benjamin White,185,77,Defensor,81,Right,4,65,24,74,83,21,75,45,20,82,79,71,74,67,82,61,50,83,79,78,25,80,84,52,75,24,81,83,84,82,8,11,12,5.0,6.0
Exequiel Alejandro Palacios,178,71,Mediocampista,81,Right,4,70,73,67,85,63,80,73,54,83,82,68,60,78,73,79,81,71,83,65,78,83,84,75,81,70,82,77,82,82,10,5,8,9.0,6.0
Brahim Abdelkader Díaz,170,68,Mediocampista,81,Right,5,70,74,30,83,55,84,74,61,73,85,85,85,89,74,91,71,59,68,55,75,44,33,76,79,58,72,40,23,21,13,9,13,10.0,6.0
Marvin Oswaldo Rangel Azevedo,184,79,Delantero,81,Right,3,68,85,82,71,72,78,59,49,60,77,77,76,75,82,66,79,93,72,87,76,62,11,85,70,87,78,15,11,18,9,12,7,8.0,7.0
Louri Adriano Bisesi Barbosa,188,83,Delantero,81,Right,3,56,85,83,73,82,75,59,67,47,74,74,82,60,84,47,85,90,52,82,82,65,32,83,58,77,79,26,27,24,8,11,20,19.0,20.0
Rosival Jailson Dourado Santos,175,70,Mediocampista,81,Right,4,61,53,70,82,57,77,54,57,78,76,75,78,72,80,77,60,72,91,56,59,75,82,58,77,77,81,83,86,80,15,14,14,10.0,9.0
Adryan Juliano Zonta Torres,172,68,Defensor,81,Left,4,81,59,66,81,64,77,70,66,71,72,92,93,81,82,78,73,84,91,73,73,69,74,69,64,65,74,73,72,69,12,15,9,10.0,14.0
Marcus Lilian Thuram-Ulien,192,80,Delantero,81,Right,4,74,81,78,78,73,84,71,53,62,78,80,89,78,81,59,83,91,79,85,78,45,50,80,78,70,75,38,49,37,11,13,14,9.0,15.0
Yeray Álvarez López,182,79,Defensor,81,Right,3,54,42,75,78,55,57,58,51,79,74,60,68,55,83,73,69,78,68,77,43,83,86,39,62,61,79,83,83,82,12,9,8,12.0,11.0
Oleksandr Zinchenko,175,64,Defensor,81,Left,3,84,58,70,86,61,84,83,76,84,85,73,61,79,81,78,78,74,77,63,73,74,80,77,83,58,81,77,80,79,15,11,13,11.0,11.0
André-Frank Zambo Anguissa,184,83,Mediocampista,81,Right,3,62,66,69,80,54,78,59,45,74,79,76,75,76,81,77,74,85,85,87,68,85,79,80,74,60,82,80,86,73,11,11,9,8.0,11.0
Presnel Kimpembe,189,80,Defensor,81,Left,3,59,33,79,78,33,63,50,32,75,77,75,77,68,78,59,70,90,71,86,37,89,80,47,64,52,79,80,82,81,7,8,14,15.0,9.0
Ellyes Joris Skhiri,185,74,Mediocampista,81,Right,3,67,76,75,79,60,76,72,55,83,77,65,61,74,83,64,75,75,93,67,72,77,86,75,71,58,82,82,79,73,15,14,8,14.0,14.0
Enes Ünal,187,78,Delantero,81,Right,4,60,87,81,78,82,83,74,78,62,82,72,71,80,80,72,83,89,77,82,82,75,29,80,70,84,76,34,43,34,8,14,8,13.0,13.0
Hirving Rodrigo Lozano Bahena,175,70,Delantero,81,Right,3,73,77,62,74,74,83,72,65,65,80,92,93,89,81,82,76,73,76,52,75,64,45,82,74,73,75,42,35,29,11,10,14,14.0,10.0
David Raya Martin,183,75,Arquero,81,Right,3,12,19,20,60,20,19,18,15,65,42,64,46,68,73,45,63,62,31,38,14,29,11,15,68,26,68,28,14,13,80,79,84,81.0,82.0
Diego Carlos Santos Silva,186,79,Defensor,81,Right,4,35,32,79,76,34,65,47,71,74,71,63,74,62,81,47,73,86,50,87,57,85,82,52,63,41,75,81,80,81,7,10,14,7.0,11.0
Youri Tielemans,176,72,Mediocampista,81,Right,5,78,74,65,83,79,76,83,78,85,84,55,46,62,80,75,85,66,82,65,85,64,68,76,86,75,85,68,68,67,6,8,10,14.0,12.0
Seko Fofana,185,74,Mediocampista,81,Right,4,62,74,58,82,68,80,72,62,80,79,71,71,69,80,62,83,79,91,87,84,79,79,78,79,56,77,68,80,71,9,8,9,11.0,10.0
Aleksandar Mitrović,189,90,Delantero,81,Right,4,43,85,90,71,79,68,51,52,53,77,62,66,60,82,60,84,91,79,91,70,91,14,87,70,67,75,25,24,13,15,12,6,7.0,13.0
Serhou Yadaly Guirassy,187,82,Delantero,81,Right,3,56,85,79,77,78,79,66,67,63,82,66,68,67,82,71,83,85,71,82,77,73,29,85,69,85,86,42,29,34,11,8,12,12.0,8.0
Duván Esteban Zapata Banguera,188,92,Delantero,81,Right,4,47,83,80,74,79,79,55,62,57,81,76,75,67,78,58,86,94,75,95,69,72,20,84,66,75,82,44,24,22,9,9,8,6.0,8.0
Thomas Lemar,171,66,Mediocampista,81,Left,3,82,77,54,83,77,85,85,81,80,84,85,77,90,80,87,79,70,77,57,79,63,76,81,84,69,81,55,76,69,11,15,13,7.0,14.0
João Mário Naval da Costa Eduardo,179,73,Mediocampista,81,Right,4,79,81,55,85,69,83,77,67,77,85,71,70,77,81,78,78,69,78,65,73,63,67,81,82,84,86,64,65,62,6,15,8,8.0,8.0
Rui Tiago Dantas da Silva,191,91,Arquero,81,Right,3,13,20,14,29,20,18,19,20,30,24,31,30,34,73,24,58,62,27,66,14,19,27,20,55,30,49,25,10,19,82,76,77,81.0,84.0
Lucas Vázquez Iglesias,173,70,Defensor,81,Right,4,83,72,58,82,58,81,83,71,76,79,81,81,81,81,82,80,70,92,56,76,72,75,80,79,56,75,74,74,73,9,16,9,9.0,7.0
Saúl Ñíguez Esclapez,184,75,Mediocampista,81,Left,4,69,73,80,81,76,79,73,61,80,81,67,70,72,80,67,80,82,75,75,78,75,78,77,82,68,80,76,77,76,7,13,12,10.0,9.0
William Silva de Carvalho,187,79,Mediocampista,81,Right,4,66,66,70,84,50,82,82,50,82,81,46,44,45,75,42,75,75,81,90,69,76,80,73,83,60,86,78,74,70,6,6,5,14.0,14.0
Leandro Trossard,171,67,Delantero,81,Right,5,78,82,65,80,78,83,83,69,77,85,88,75,92,79,85,80,75,76,57,79,47,18,82,79,75,83,30,31,18,14,8,11,7.0,7.0
Kepa Arrizabalaga Revuelta,188,88,Arquero,81,Right,4,25,11,18,60,18,15,25,19,60,34,34,33,41,71,39,64,58,37,51,14,18,21,15,61,24,63,19,18,16,80,78,85,78.0,84.0
Sébastien Haller,191,90,Delantero,81,Right,3,42,83,83,77,85,74,57,46,53,81,61,64,66,85,59,85,87,66,88,65,67,36,86,73,85,83,40,61,56,6,7,14,7.0,6.0
Niclas Füllkrug,188,83,Delantero,81,Right,4,65,84,86,77,79,74,72,68,59,79,62,62,64,83,62,86,88,66,86,78,78,24,84,76,88,80,41,46,30,15,9,10,13.0,9.0
Paulo Dino Gazzaniga,196,90,Arquero,81,Right,3,23,12,14,49,13,20,31,21,54,31,57,56,65,78,60,59,66,42,55,19,40,19,15,64,40,61,23,21,14,80,80,79,80.0,81.0
